trader_id,day,position_notional_m,n_trades,trade_hour,daily_pnl_m,cancel_rate,limit_util,rogue_active
T026,87,7.588,24,11.7,0.157,0.049,0.393,0
T026,88,8.631,27,12.94,-2.056,0.118,0.447,0
T026,89,6.412,21,11.04,-0.276,0.169,0.332,0
T026,90,7.019,29,11.81,-0.514,0.087,0.364,0
T026,91,6.717,20,10.55,-0.65,0.076,0.348,0
T026,92,6.989,20,11.22,-0.129,0.161,0.362,0
T026,93,9.31,25,11.65,-0.043,0.03,0.482,0
T026,94,7.619,20,10.03,0.558,0.157,0.395,0
T026,95,7.573,24,8.81,0.321,0.076,0.392,0
T026,96,6.255,22,12.75,0.867,0.061,0.324,0
T026,97,8.407,18,11.7,-0.969,0.262,0.436,0
T026,98,8.495,22,11.49,0.563,0.018,0.44,0
T026,99,7.871,22,8.82,1.076,0.186,0.408,0
T026,100,8.169,23,11.82,-0.834,0.044,0.423,0
T026,101,6.968,24,10.48,1.159,0.043,0.361,0
T026,102,6.187,23,12.42,-0.063,0.023,0.321,0
T026,103,7.084,26,11.36,-0.214,0.166,0.367,0
T026,104,8.768,20,9.49,-0.092,0.042,0.454,0
T026,105,8.413,23,10.94,-1.394,0.026,0.436,0
T026,106,6.222,17,9.85,-0.044,0.044,0.322,0
T026,107,8.468,17,12.1,0.307,0.067,0.439,0
T026,108,8.425,27,11.38,1.02,0.124,0.437,0
T026,109,6.583,24,10.7,1.38,0.138,0.341,0
T026,110,7.065,20,10.2,0.008,0.062,0.366,0
T026,111,6.07,21,13.1,-0.609,0.092,0.315,0
T026,112,7.94,20,11.4,0.035,0.078,0.411,0
T026,113,6.119,25,10.41,0.075,0.291,0.317,0
T026,114,8.912,22,11.28,1.347,0.215,0.462,0
T026,115,6.238,17,11.38,0.734,0.041,0.323,0
T026,116,7.22,28,11.83,-1.029,0.06,0.374,0
T026,117,8.566,26,12.66,-0.235,0.056,0.444,0
T026,118,8.277,23,11.04,1.451,0.069,0.429,0
T026,119,6.782,21,12.2,-0.446,0.022,0.351,0
T026,120,8.222,16,12.36,0.557,0.013,0.426,0
T026,121,8.082,19,9.83,-0.213,0.078,0.419,0
T026,122,8.468,22,11.41,-1.429,0.112,0.439,0
T026,123,6.178,22,10.96,-0.747,0.179,0.32,0
T026,124,7.534,19,10.52,-0.032,0.052,0.39,0
T026,125,7.613,21,12.34,0.454,0.158,0.395,0
T026,126,7.125,32,9.97,-0.071,0.086,0.369,0
T026,127,6.418,22,11.6,-0.191,0.066,0.333,0
T026,128,7.765,23,10.84,1.6705149999999975,0.058,0.402,0
T026,129,7.996,23,12.38,0.103,0.18,0.414,0
T026,130,5.713,24,10.34,-0.528,0.141,0.296,0
T026,131,6.777,25,12.61,0.263,0.084,0.351,0
T026,132,7.952,18,12.61,-1.064,0.061,0.412,0
T026,133,9.038,21,13.77,0.852,0.051,0.468,0
T026,134,7.814,15,11.8,0.5,0.054,0.405,0
T026,135,7.77,20,11.12,0.898,0.112,0.403,0
T026,136,9.501,29,13.22,0.217,0.087,0.492,0
T026,137,9.825,18,12.65,0.595,0.239,0.509,0
T026,138,6.587,16,11.32,-1.322,0.192,0.341,0
T026,139,7.917,19,12.58,0.128,0.069,0.41,0
T026,140,6.629,21,9.54,0.532,0.017,0.344,0
T026,141,6.639,25,12.15,-0.885,0.07,0.344,0
T026,142,6.64,22,11.43,0.199,0.043,0.344,0
T026,143,6.756,20,10.27,-1.455,0.192,0.35,0
T026,144,8.546,22,10.18,0.274,0.052,0.443,0
T026,145,8.551,21,11.79,-0.021,0.18,0.443,0
T026,146,8.381,19,11.22,1.19,0.084,0.434,0
T026,147,8.23,27,11.66,0.505,0.156,0.426,0
T026,148,8.929,21,9.75,0.619,0.068,0.463,0
T026,149,8.612,19,12.96,0.892,0.203,0.446,0
T026,150,7.519,19,11.77,-0.631,0.057,0.39,0
T026,151,8.395,19,10.24,-0.14,0.034,0.435,0
T026,152,6.257,19,10.81,0.613,0.171,0.324,0
T026,153,6.704,26,12.97,0.623,0.094,0.347,0
T026,154,8.646,20,10.14,0.687,0.014,0.448,0
T026,155,8.248,25,10.36,-1.326,0.058,0.427,0
T026,156,6.504,23,11.61,0.995,0.033,0.337,0
T026,157,7.488,23,11.48,-0.033,0.17,0.388,0
T026,158,6.917,21,11.5,0.225,0.037,0.358,0
T026,159,7.048,24,12.81,-0.245,0.043,0.365,0
T026,160,7.091,29,10.15,0.706,0.169,0.367,0
T026,161,7.747,25,11.56,0.03,0.18,0.401,0
T026,162,8.15,22,12.21,0.098,0.102,0.422,0
T026,163,6.693,18,11.4,-1.279,0.055,0.347,0
T026,164,7.964,20,11.28,-0.424,0.045,0.413,0
T026,165,9.96,17,9.18,-1.132,0.08,0.516,0
T026,166,8.205,18,9.13,-0.708,0.125,0.425,0
T026,167,7.049,22,12.32,-0.112,0.043,0.365,0
T026,168,6.849,22,10.52,1.113,0.152,0.355,0
T026,169,8.002,21,12.7,-0.799,0.073,0.415,0
T026,170,7.278,21,11.52,1.008,0.069,0.377,0
T026,171,7.265,21,12.03,0.497,0.157,0.377,0
T026,172,9.67,20,11.59,0.239,0.028,0.501,0
T026,173,9.548,22,11.48,0.052,0.034,0.495,0
T026,174,8.794,20,11.42,1.097,0.019,0.456,0
T026,175,8.613,20,11.41,-0.643,0.215,0.446,0
T026,176,7.428,17,13.01,0.02,0.107,0.385,0
T026,177,8.961,23,11.41,0.783,0.44,0.464,0
T026,178,7.98,27,11.19,0.745,0.03,0.414,0
T026,179,8.344,20,11.49,0.322,0.028,0.432,0
T026,180,5.663,24,11.45,-0.073,0.069,0.293,0
T026,181,6.753,28,11.09,-0.676,0.108,0.35,0
T026,182,10.095,19,10.98,-1.255,0.079,0.523,0
T026,183,7.621,22,11.21,0.288,0.096,0.395,0
T026,184,7.341,21,11.27,-0.961,0.045,0.38,0
T026,185,6.545,24,13.29,0.465,0.078,0.339,0
T026,186,9.211,24,11.1,0.069,0.104,0.477,0
T026,187,9.087,20,10.79,0.711,0.051,0.471,0
T026,188,6.968,20,10.29,-1.032,0.07,0.361,0
T026,189,8.155,21,10.24,-0.322,0.104,0.423,0
T026,190,7.309,18,11.75,0.014,0.031,0.379,0
T026,191,6.877,23,10.95,-0.625,0.132,0.356,0
T026,192,7.706,22,13.73,0.066,0.11,0.399,0
T026,193,9.047,22,11.4,0.659,0.14,0.469,0
T026,194,7.906,22,12.27,-1.143,0.085,0.41,0
T026,195,9.202,25,11.54,-0.148,0.12,0.477,0
T026,196,8.519,24,11.04,-0.151,0.137,0.442,0
T026,197,6.654,23,11.94,1.441,0.08,0.345,0
T026,198,7.523,17,12.55,-0.45,0.094,0.39,0
T026,199,9.335,19,8.99,0.664,0.131,0.484,0
T026,200,8.428,24,12.16,-0.107,0.024,0.437,0
T026,201,7.954,20,13.18,0.097,0.119,0.412,0
T026,202,7.674,23,12.87,0.764,0.172,0.398,0
T026,203,6.579,27,10.99,-0.424,0.007,0.341,0
T026,204,5.161,26,10.61,-0.115,0.049,0.267,0
T026,205,6.293,26,10.47,-1.478,0.013,0.326,0
T026,206,7.929,22,10.91,-0.01,0.048,0.411,0
T026,207,6.806,21,12.4,-0.265,0.062,0.353,0
T026,208,5.182,22,10.74,-0.38,0.038,0.269,0
T026,209,6.94,19,11.97,-0.002,0.095,0.36,0
T026,210,9.152,16,10.78,0.554,0.058,0.474,0
T026,211,6.767,14,12.59,0.326,0.023,0.351,0
T026,212,6.821,24,12.15,0.826,0.12,0.353,0
T026,213,7.924,18,12.65,-0.67,0.251,0.411,0
T026,214,7.105,22,11.46,-0.334,0.096,0.368,0
T026,215,7.055,21,10.29,-0.265,0.127,0.366,0
T026,216,8.429,18,12.81,-0.382,0.025,0.437,0
T026,217,6.754,23,10.11,1.6705149999999975,0.034,0.35,0
T026,218,9.024,23,10.75,-0.438,0.033,0.468,0
T026,219,8.012,23,9.79,0.215,0.148,0.415,0
T026,220,7.113,22,10.96,-1.428,0.121,0.369,0
T026,221,7.149,23,11.47,-0.546,0.302,0.37,0
T026,222,7.869,22,11.84,-0.436,0.147,0.408,0
T026,223,8.884,19,11.51,0.067,0.083,0.46,0
T026,224,9.541,22,10.45,1.535,0.148,0.494,0
T026,225,5.337,26,12.34,-0.139,0.165,0.277,0
T026,226,7.564,21,12.34,0.138,0.202,0.392,0
T026,227,8.503,18,11.73,0.924,0.067,0.441,0
T026,228,6.598,17,13.69,-0.449,0.042,0.342,0
T026,229,9.283,18,11.14,0.337,0.027,0.481,0
T026,230,7.391,29,12.24,-1.327,0.049,0.383,0
T026,231,8.367,24,10.14,-0.542,0.022,0.434,0
T026,232,8.342,25,12.2,0.669,0.029,0.432,0
T026,233,8.511,25,11.34,-0.587,0.046,0.441,0
T026,234,6.786,23,11.47,-0.007,0.013,0.352,0
T026,235,8.046,23,12.19,-0.351,0.055,0.417,0
T026,236,8.304,20,9.69,-0.297,0.159,0.43,0
T026,237,7.433,23,12.49,-0.097,0.019,0.385,0
T026,238,6.911,20,11.23,-0.141,0.031,0.358,0
T026,239,8.3,19,12.83,0.734,0.054,0.43,0
T026,240,8.152,18,9.89,-1.255,0.094,0.422,0
T026,241,8.226,23,11.23,0.925,0.154,0.426,0
T026,242,7.407,16,12.37,0.052,0.067,0.384,0
T026,243,7.093,19,11.55,0.366,0.075,0.368,0
T026,244,7.25,27,11.72,-0.915,0.02,0.376,0
T026,245,7.093,22,11.11,0.2,0.109,0.368,0
T026,246,8.2,22,11.18,-1.872,0.014,0.425,0
T026,247,7.71,18,10.41,-1.651,0.087,0.4,0
T026,248,7.561,16,11.7,-0.085,0.07,0.392,0
T026,249,7.959,27,10.62,-1.182,0.048,0.412,0
T027,0,6.665,12,11.82,-0.203,0.092,0.345,0
T027,1,6.528,5,12.72,0.089,0.202,0.338,0
T027,2,6.83,9,13.73,0.017,0.068,0.353,0
T027,3,7.97,7,13.91,-0.08,0.029,0.412,0
T027,4,7.165,10,11.29,-0.252,0.017,0.37,0
T027,5,7.293,10,12.98,0.518,0.044,0.377,0
T027,6,7.706,2,12.28,0.213,0.215,0.398,0
T027,7,7.093,5,12.9,-0.027,0.137,0.367,0
T027,8,8.405,5,11.34,-0.011,0.126,0.435,0
T027,9,8.432,10,12.21,-0.215,0.186,0.436,0
T027,10,8.031,8,12.47,0.203,0.023,0.415,0
T027,11,8.426,6,12.0,-0.379,0.239,0.436,0
T027,12,5.962,10,11.3,0.316,0.081,0.308,0
T027,13,6.829,6,11.07,-0.274,0.241,0.353,0
T027,14,10.488,6,11.98,0.141,0.154,0.542,0
T027,15,6.309,9,12.12,0.06,0.065,0.326,0
T027,16,8.721,7,12.45,-0.009,0.047,0.451,0
T027,17,8.096,8,12.51,0.399,0.058,0.419,0
T027,18,9.819,2,12.25,-0.405,0.021,0.508,0
T027,19,9.053,7,10.84,0.233,0.046,0.468,0
T027,20,9.221,6,13.19,0.183,0.162,0.477,0
T027,21,11.269,12,12.1,-0.084,0.068,0.583,0
T027,22,9.125,14,12.52,-0.052,0.055,0.472,0
T027,23,6.914,9,11.81,0.098,0.198,0.357,0
T027,24,7.202,6,12.83,-0.037,0.155,0.372,0
T027,25,9.935,3,12.29,0.149,0.069,0.514,0
T027,26,7.044,9,13.51,0.262,0.099,0.364,0
T027,27,9.143,5,10.41,0.112,0.053,0.473,0
T027,28,7.167,9,13.02,0.335,0.072,0.371,0
T027,29,7.685,7,12.67,-0.162,0.131,0.397,0
T027,30,5.592,8,13.51,0.325,0.063,0.289,0
T027,31,6.762,6,13.7,0.072,0.048,0.35,0
T027,32,8.545,5,12.27,-0.272,0.06,0.442,0
T027,33,7.524,7,13.87,-0.098,0.102,0.389,0
T027,34,6.743,10,11.73,-0.042,0.291,0.349,0
T027,35,9.902,6,11.42,-0.109,0.046,0.512,0
T027,36,9.385,8,12.73,-0.175,0.086,0.485,0
T027,37,8.033,11,10.07,0.543,0.043,0.415,0
T027,38,10.225,12,12.17,-0.436,0.082,0.529,0
T027,39,8.317,10,13.34,-0.016,0.221,0.43,0
T027,40,8.361,10,12.31,-0.077,0.103,0.432,0
T027,41,8.166,9,12.0,0.082,0.052,0.422,0
T027,42,7.532,2,11.97,-0.007,0.142,0.389,0
T027,43,6.961,9,12.29,-0.413,0.059,0.36,0
T027,44,8.477,6,12.67,0.07,0.14,0.438,0
T027,45,6.738,8,11.61,0.1,0.141,0.348,0
T027,46,9.544,13,13.05,0.067,0.042,0.493,0
T027,47,4.914,9,12.49,-0.109,0.064,0.254,0
T027,48,8.204,6,14.24,0.209,0.124,0.424,0
T027,49,8.016,13,13.55,-0.123,0.077,0.414,0
T027,50,9.407,8,12.91,-0.201,0.043,0.486,0
T027,51,5.939,4,12.4,-0.076,0.143,0.307,0
T027,52,8.315,6,12.22,0.272,0.094,0.43,0
T027,53,8.763,5,11.46,0.042,0.04,0.453,0
T027,54,7.978,9,13.36,0.007,0.032,0.412,0
T027,55,6.329,2,12.16,-0.187,0.078,0.327,0
T027,56,8.834,7,10.04,-0.423,0.095,0.457,0
T027,57,7.626,9,11.46,0.183,0.098,0.394,0
T027,58,7.008,4,13.27,-0.077,0.184,0.362,0
T027,59,6.827,2,12.2,0.168,0.123,0.353,0
T027,60,7.275,7,12.83,-0.085,0.092,0.376,0
T027,61,7.947,4,12.63,0.113,0.025,0.411,0
T027,62,7.569,11,10.85,0.008,0.066,0.391,0
T027,63,8.841,4,13.52,0.018,0.138,0.457,0
T027,64,7.143,8,12.44,-0.32,0.253,0.369,0
T027,65,8.372,11,13.2,0.134,0.092,0.433,0
T027,66,5.068,10,11.86,0.059,0.017,0.262,0
T027,67,5.223,6,12.27,0.154,0.082,0.27,0
T027,68,9.095,2,15.13,0.287,0.207,0.47,0
T027,69,8.349,12,12.32,0.413,0.146,0.432,0
T027,70,6.539,11,13.26,0.076,0.035,0.338,0
T027,71,10.065,8,12.16,-0.122,0.008,0.52,0
T027,72,7.242,10,13.54,-0.187,0.042,0.374,0
T027,73,7.667,5,13.43,-0.481,0.044,0.396,0
T027,74,8.228,6,14.37,-0.169,0.022,0.425,0
T027,75,7.063,4,13.77,0.212,0.283,0.365,0
T027,76,4.48,4,12.71,-0.322,0.07,0.232,0
T027,77,7.325,4,12.52,-0.299,0.038,0.379,0
T027,78,9.325,9,11.38,-0.141,0.391,0.482,0
T027,79,8.554,3,11.82,0.075,0.065,0.442,0
T027,80,9.436,11,11.7,0.116,0.045,0.488,0
T027,81,6.164,2,15.33,0.22,0.145,0.319,0
T027,82,8.265,8,12.35,-0.131,0.123,0.427,0
T027,83,8.375,9,12.88,0.522,0.161,0.433,0
T027,84,6.793,8,12.73,0.386,0.029,0.351,0
T027,85,8.111,7,13.21,0.05,0.073,0.419,0
T027,86,8.384,4,13.34,-0.064,0.065,0.433,0
T027,87,8.952,8,13.45,-0.49,0.16,0.463,0
T027,88,8.059,9,13.61,0.405,0.059,0.417,0
T027,89,9.231,11,13.12,0.485,0.082,0.477,0
T027,90,6.371,6,12.65,-0.226,0.079,0.329,0
T027,91,6.808,7,12.1,0.158,0.048,0.352,0
T027,92,5.882,7,11.86,-0.156,0.003,0.304,0
T027,93,6.906,9,12.4,0.158,0.05,0.357,0
T027,94,6.938,2,12.54,0.104,0.084,0.359,0
T027,95,7.474,15,14.1,0.041,0.114,0.386,0
T027,96,6.242,7,11.79,-0.086,0.058,0.323,0
T027,97,9.456,9,13.75,-0.329,0.063,0.489,0
T027,98,7.608,9,12.76,0.378,0.029,0.393,0
T027,99,7.938,12,12.79,0.184,0.129,0.41,0
T027,100,9.481,10,13.53,0.126,0.084,0.49,0
T027,101,8.941,6,13.33,-0.381,0.095,0.462,0
T027,102,7.775,8,10.87,-0.279,0.088,0.402,0
T027,103,7.104,7,11.25,-0.142,0.078,0.367,0
T027,104,9.976,8,12.24,0.55,0.145,0.516,0
T027,105,9.463,9,12.34,-0.115,0.033,0.489,0
T027,106,6.618,5,13.74,-0.134,0.246,0.342,0
T027,107,7.887,9,15.38,-0.3,0.065,0.408,0
T027,108,8.33,6,11.59,-0.217,0.231,0.431,0
T027,109,10.125,14,11.23,0.329,0.093,0.523,0
T027,110,8.288,3,13.59,0.115,0.135,0.429,0
T027,111,7.461,7,12.62,-0.422,0.128,0.386,0
T027,112,6.793,7,11.1,0.297,0.103,0.351,0
T027,113,10.064,11,12.48,0.095,0.105,0.52,0
T027,114,10.969,8,10.24,0.017,0.041,0.567,0
T027,115,6.986,14,12.19,0.063,0.323,0.361,0
T027,116,6.979,2,12.17,-0.66,0.113,0.361,0
T027,117,7.077,11,12.53,0.354,0.136,0.366,0
T027,118,7.498,5,12.49,-0.011,0.087,0.388,0
T027,119,8.252,3,12.77,0.158,0.053,0.427,0
T027,120,9.186,7,14.56,0.318,0.105,0.475,0
T027,121,8.24,9,12.54,-0.199,0.204,0.426,0
T027,122,8.779,7,13.63,-0.224,0.068,0.454,0
T027,123,8.822,11,12.31,-0.196,0.01,0.456,0
T027,124,5.735,13,13.99,0.073,0.174,0.296,0
T027,125,8.656,4,15.18,-0.27,0.19,0.448,0
T027,126,7.47,18,12.41,-0.276,0.1,0.386,0
T027,127,7.209,9,12.09,-0.169,0.15,0.373,0
T027,128,8.458,6,12.93,-0.447,0.099,0.437,0
T027,129,6.87,10,13.7,-0.202,0.111,0.355,0
T027,130,7.603,8,12.62,0.092,0.035,0.393,0
T027,131,6.76,6,11.62,0.177,0.058,0.349,0
T027,132,6.743,12,11.56,-0.035,0.269,0.349,0
T027,133,6.846,9,11.97,0.067,0.231,0.354,0
T027,134,8.855,3,14.34,0.034,0.113,0.458,0
T027,135,9.817,14,10.89,0.08,0.097,0.508,0
T027,136,9.444,3,12.9,0.191,0.074,0.488,0
T027,137,6.839,6,12.1,0.308,0.031,0.354,0
T027,138,8.321,11,10.5,0.41,0.04,0.43,0
T027,139,8.888,9,12.15,0.052,0.096,0.46,0
T027,140,6.64,7,10.24,0.168,0.071,0.343,0
T027,141,9.57,8,11.93,0.176,0.047,0.495,0
T027,142,8.607,10,12.77,0.138,0.103,0.445,0
T027,143,7.322,6,12.37,-0.002,0.107,0.379,0
T027,144,5.415,15,11.94,-0.164,0.106,0.28,0
T027,145,7.593,11,12.58,0.849,0.093,0.393,0
T027,146,8.987,12,13.49,-0.204,0.043,0.465,0
T027,147,9.906,6,13.48,0.133,0.049,0.512,0
T027,148,6.68,9,12.16,-0.224,0.216,0.345,0
T027,149,7.919,10,13.01,0.216,0.026,0.409,0
T027,150,4.888,7,11.86,-0.187,0.118,0.253,0
T027,151,6.591,4,14.29,0.003,0.067,0.341,0
T027,152,9.976,8,12.79,0.028,0.185,0.516,0
T027,153,9.109,8,12.88,0.241,0.046,0.471,0
T027,154,6.13,5,11.76,-0.147,0.019,0.317,0
T027,155,7.232,8,11.88,-0.369,0.07,0.374,0
T027,156,8.386,6,13.4,0.051,0.008,0.434,0
T027,157,7.492,4,12.59,-0.288,0.191,0.387,0
T027,158,6.221,8,11.16,0.071,0.189,0.322,0
T027,159,9.974,11,13.82,-0.26,0.143,0.516,0
T027,160,8.865,5,13.31,-0.092,0.023,0.458,0
T027,161,8.712,7,12.1,-0.303,0.289,0.45,0
T027,162,6.169,7,11.31,-0.141,0.063,0.319,0
T027,163,7.458,10,11.52,-0.106,0.059,0.386,0
T027,164,6.314,9,13.96,-0.175,0.167,0.326,0
T027,165,8.19,8,10.9,0.1,0.162,0.423,0
T027,166,6.738,4,11.43,-0.475,0.12,0.348,0
T027,167,8.057,7,13.43,-0.293,0.073,0.417,0
T027,168,7.85,6,12.3,-0.377,0.103,0.406,0
T027,169,5.278,6,12.58,-0.414,0.076,0.273,0
T027,170,7.515,10,12.8,0.115,0.07,0.389,0
T027,171,7.911,10,13.91,0.462,0.052,0.409,0
T027,172,8.709,12,13.62,-0.041,0.09,0.45,0
T027,173,7.065,8,12.15,0.039,0.014,0.365,0
T027,174,7.833,3,12.32,0.041,0.212,0.405,0
T027,175,7.826,8,11.28,0.127,0.045,0.405,0
T027,176,6.201,7,12.44,0.03,0.011,0.321,0
T027,177,9.34,11,11.66,0.599,0.082,0.483,0
T027,178,7.873,4,12.21,0.087,0.145,0.407,0
T027,179,9.006,7,12.06,0.015,0.016,0.466,0
T027,180,7.019,7,13.67,0.19,0.184,0.363,0
T027,181,7.999,10,11.35,-0.111,0.044,0.414,0
T027,182,9.11,11,13.09,0.047,0.058,0.471,0
T027,183,8.656,4,11.51,-0.048,0.006,0.448,0
T027,184,7.993,5,11.42,0.134,0.159,0.413,0
T027,185,8.821,9,12.57,0.251,0.05,0.456,0
T027,186,8.878,7,12.72,-0.21,0.205,0.459,0
T027,187,4.595,6,13.43,0.1,0.116,0.238,0
T027,188,8.31,9,11.38,-0.043,0.096,0.43,0
T027,189,6.677,10,13.69,-0.041,0.204,0.345,0
T027,190,7.649,11,13.92,0.259,0.133,0.395,0
T027,191,7.981,3,12.99,0.28,0.013,0.413,0
T027,192,7.627,12,12.52,0.114,0.037,0.394,0
T027,193,6.972,11,12.4,0.027,0.162,0.36,0
T027,194,7.871,4,13.43,0.487,0.202,0.407,0
T027,195,7.601,7,9.69,0.411,0.016,0.393,0
T027,196,7.498,8,13.29,0.231,0.093,0.388,0
T027,197,6.547,5,12.56,-0.311,0.078,0.339,0
T027,198,8.744,11,13.81,0.014,0.159,0.452,0
T027,199,7.014,5,12.77,-0.047,0.054,0.363,0
T027,200,8.499,5,12.61,-0.295,0.103,0.439,0
T027,201,7.202,6,13.1,0.007,0.146,0.372,0
T027,202,7.807,8,11.47,0.144,0.282,0.404,0
T027,203,6.962,10,10.83,0.066,0.138,0.36,0
T027,204,9.428,9,14.07,0.262,0.062,0.487,0
T027,205,6.106,8,13.01,-0.156,0.045,0.316,0
T027,206,8.227,6,12.9,0.179,0.11,0.425,0
T027,207,8.103,7,13.0,0.373,0.045,0.419,0
T027,208,8.679,8,13.88,-0.439,0.129,0.449,0
T027,209,7.818,6,14.34,0.084,0.101,0.404,0
T027,210,8.824,13,12.7,0.094,0.022,0.456,0
T027,211,6.983,2,11.42,0.024,0.172,0.361,0
T027,212,8.662,11,12.77,0.037,0.12,0.448,0
T027,213,5.539,10,13.73,-0.472,0.069,0.286,0
T027,214,7.13,9,13.9,0.134,0.032,0.369,0
T027,215,7.892,8,10.91,0.391,0.13,0.408,0
T027,216,8.354,7,11.36,-0.015,0.027,0.432,0
T027,217,6.372,7,12.5,-0.238,0.175,0.329,0
T027,218,5.587,8,13.43,-0.272,0.045,0.289,0
T027,219,6.966,8,13.78,-0.406,0.007,0.36,0
T027,220,8.25,11,12.47,-0.066,0.093,0.427,0
T027,221,9.388,6,12.2,-0.115,0.115,0.485,0
T027,222,7.435,7,14.44,0.235,0.069,0.384,0
T027,223,6.859,13,12.75,-0.02,0.1,0.355,0
T027,224,7.692,9,12.45,-0.088,0.084,0.398,0
T027,225,8.164,5,12.73,0.021,0.204,0.422,0
T027,226,8.573,3,11.46,0.488,0.061,0.443,0
T027,227,6.434,6,12.15,-0.187,0.015,0.333,0
T027,228,7.525,12,11.96,0.742,0.143,0.389,0
T027,229,7.234,12,12.28,-0.113,0.037,0.374,0
T027,230,8.978,7,12.23,-0.161,0.112,0.464,0
T027,231,7.216,8,12.34,0.46,0.099,0.373,0
T027,232,7.031,5,13.25,0.374,0.064,0.364,0
T027,233,6.746,5,12.51,-0.284,0.078,0.349,0
T027,234,6.784,7,14.79,-0.092,0.08,0.351,0
T027,235,7.962,5,13.21,0.375,0.011,0.412,0
T027,236,8.115,12,12.91,0.233,0.085,0.42,0
T027,237,7.861,3,11.54,0.288,0.195,0.406,0
T027,238,8.031,7,13.33,-0.328,0.115,0.415,0
T027,239,7.62,12,12.72,0.472,0.007,0.394,0
T027,240,6.976,10,12.24,-0.277,0.087,0.361,0
T027,241,9.97,7,13.07,-0.027,0.071,0.515,0
T027,242,5.483,5,12.1,-0.215,0.117,0.283,0
T027,243,8.104,7,12.53,-0.22,0.061,0.419,0
T027,244,6.467,3,10.64,0.034,0.163,0.334,0
T027,245,9.284,9,13.36,-0.07,0.021,0.48,0
T027,246,7.542,9,12.56,0.074,0.121,0.39,0
T027,247,9.273,9,10.82,0.343,0.03,0.479,0
T027,248,7.654,9,11.83,-0.057,0.044,0.396,0
T027,249,7.128,8,14.42,0.092,0.041,0.369,0
T028,0,6.86,20,12.99,0.437,0.067,0.343,0
T028,1,7.593,13,12.23,0.022,0.107,0.38,0
T028,2,8.156,11,13.73,0.37,0.034,0.408,0
T028,3,8.2,18,13.78,0.133,0.124,0.41,0
T028,4,6.528,13,13.81,-0.761,0.088,0.327,0
T028,5,6.78,9,12.66,-0.278,0.061,0.339,0
T028,6,8.516,15,11.97,-0.007,0.109,0.426,0
T028,7,7.111,19,12.67,0.168,0.031,0.356,0
T028,8,8.258,14,11.87,-0.379,0.052,0.413,0
T028,9,9.05,18,12.05,0.405,0.162,0.453,0
T028,10,11.159,15,13.58,0.069,0.113,0.558,0
T028,11,10.039,16,11.58,0.23,0.073,0.502,0
T028,12,8.043,9,11.87,0.409,0.069,0.402,0
T028,13,7.637,15,11.86,0.275,0.042,0.382,0
T028,14,6.662,17,12.8,0.182,0.156,0.333,0
T028,15,8.516,14,10.54,-0.551,0.033,0.426,0
T028,16,6.479,14,14.69,0.527,0.142,0.324,0
T028,17,6.131,17,12.11,-0.012,0.016,0.307,0
T028,18,7.516,16,12.92,-0.481,0.066,0.376,0
T028,19,7.576,14,12.45,-0.498,0.06,0.379,0
T028,20,11.299,14,12.96,-0.088,0.145,0.565,0
T028,21,6.399,20,11.93,-0.366,0.061,0.32,0
T028,22,8.562,22,13.47,-0.308,0.146,0.428,0
T028,23,8.708,21,10.63,0.409,0.161,0.436,0
T028,24,8.51,12,11.87,0.279,0.053,0.426,0
T028,25,7.829,13,11.67,0.07,0.031,0.392,0
T028,26,8.719,18,12.95,0.093,0.021,0.436,0
T028,27,7.149,15,13.48,0.347,0.077,0.358,0
T028,28,8.947,13,12.16,0.485,0.071,0.448,0
T028,29,7.918,13,11.19,0.102,0.015,0.396,0
T028,30,6.677,15,11.51,0.639,0.057,0.334,0
T028,31,8.276,21,12.31,-0.409,0.04,0.414,0
T028,32,8.895,15,12.16,-0.098,0.289,0.445,0
T028,33,8.614,5,12.7,-1.126,0.212,0.431,0
T028,34,7.979,22,14.29,0.553,0.016,0.399,0
T028,35,7.55,17,12.75,-0.654,0.042,0.378,0
T028,36,7.764,13,12.2,0.377,0.217,0.388,0
T028,37,6.074,15,12.12,-0.001,0.116,0.304,0
T028,38,10.487,12,13.55,-0.508,0.027,0.525,0
T028,39,9.642,13,14.1,-1.0,0.153,0.482,0
T028,40,7.685,11,13.72,-0.545,0.031,0.385,0
T028,41,7.354,15,12.42,0.431,0.062,0.368,0
T028,42,7.55,16,12.04,0.349,0.082,0.378,0
T028,43,6.892,13,14.7,0.277,0.183,0.345,0
T028,44,8.774,13,12.16,0.403,0.065,0.439,0
T028,45,7.926,19,11.34,0.1,0.118,0.397,0
T028,46,6.065,15,12.36,0.33,0.025,0.303,0
T028,47,8.53,16,9.7,-0.409,0.267,0.427,0
T028,48,9.842,14,11.71,-0.221,0.048,0.492,0
T028,49,7.919,21,11.35,0.149,0.023,0.396,0
T028,50,8.793,15,13.72,-0.532,0.14,0.44,0
T028,51,7.062,15,12.98,-0.662,0.045,0.353,0
T028,52,6.665,16,12.48,0.525,0.056,0.333,0
T028,53,7.554,13,11.05,0.27,0.079,0.378,0
T028,54,8.252,19,11.75,0.498,0.033,0.413,0
T028,55,8.175,17,11.06,0.192,0.055,0.409,0
T028,56,7.993,22,11.77,0.21,0.051,0.4,0
T028,57,7.057,17,13.34,-0.376,0.078,0.353,0
T028,58,6.108,15,11.74,-0.048,0.055,0.306,0
